valid,1

"Full Results Table"

Benchmark,"Base # Ranks","Base Run Time","Base Ratio","Base Selected","Base Status","Peak # Ranks","Peak Run Time","Peak Ratio","Peak Selected","Peak Status",Description
104.milc,256,31.385149,49.864348,1,S,,,,,,"mref(ref) iteration #1"
104.milc,256,28.446986,55.014616,0,S,,,,,,"mref(ref) iteration #2"
107.leslie3d,256,113.812734,45.864815,1,S,,,,,,"mref(ref) iteration #1"
107.leslie3d,256,113.60837,45.947319,0,S,,,,,,"mref(ref) iteration #2"
113.GemsFDTD,256,282.838054,22.302515,1,S,,,,,,"mref(ref) iteration #1"
113.GemsFDTD,256,281.353677,22.42018,0,S,,,,,,"mref(ref) iteration #2"
115.fds4,256,31.107582,62.717829,1,S,,,,,,"mref(ref) iteration #1"
115.fds4,256,30.906354,63.126178,0,S,,,,,,"mref(ref) iteration #2"
121.pop2,256,193.622228,21.319866,0,S,,,,,,"mref(ref) iteration #1"
121.pop2,256,197.732988,20.876638,1,S,,,,,,"mref(ref) iteration #2"
122.tachyon,256,80.168798,34.888885,1,S,,,,,,"mref(ref) iteration #1"
122.tachyon,256,80.071312,34.931362,0,S,,,,,,"mref(ref) iteration #2"
126.lammps,256,130.615376,22.317434,1,S,,,,,,"mref(ref) iteration #1"
126.lammps,256,130.582335,22.323081,0,S,,,,,,"mref(ref) iteration #2"
127.wrf2,256,98.495826,79.150562,0,S,,,,,,"mref(ref) iteration #1"
127.wrf2,256,98.619177,79.051562,1,S,,,,,,"mref(ref) iteration #2"
128.GAPgeofem,256,39.224837,52.645216,0,S,,,,,,"mref(ref) iteration #1"
128.GAPgeofem,256,39.946686,51.6939,1,S,,,,,,"mref(ref) iteration #2"
129.tera_tf,256,82.706768,33.467636,1,S,,,,,,"mref(ref) iteration #1"
129.tera_tf,256,82.296756,33.634376,0,S,,,,,,"mref(ref) iteration #2"
130.socorro,256,94.426661,40.422906,0,S,,,,,,"mref(ref) iteration #1"
130.socorro,256,94.482699,40.398931,1,S,,,,,,"mref(ref) iteration #2"
132.zeusmp2,256,58.291838,53.232152,0,S,,,,,,"mref(ref) iteration #1"
132.zeusmp2,256,58.524237,53.020768,1,S,,,,,,"mref(ref) iteration #2"
137.lu,256,58.097736,63.272689,0,S,,,,,,"mref(ref) iteration #1"
137.lu,256,58.599991,62.730385,1,S,,,,,,"mref(ref) iteration #2"

"Selected Results Table"

Benchmark,"Base # Ranks","Base Run Time","Base Ratio","Base Selected","Base Status","Peak # Ranks","Peak Run Time","Peak Ratio","Peak Selected","Peak Status",Description
104.milc,256,31.385149,49.864348,1,S,,,,,NR,"SelectedIteration (base #1)"
107.leslie3d,256,113.812734,45.864815,1,S,,,,,NR,"SelectedIteration (base #1)"
113.GemsFDTD,256,282.838054,22.302515,1,S,,,,,NR,"SelectedIteration (base #1)"
115.fds4,256,31.107582,62.717829,1,S,,,,,NR,"SelectedIteration (base #1)"
121.pop2,256,197.732988,20.876638,1,S,,,,,NR,"SelectedIteration (base #2)"
122.tachyon,256,80.168798,34.888885,1,S,,,,,NR,"SelectedIteration (base #1)"
126.lammps,256,130.615376,22.317434,1,S,,,,,NR,"SelectedIteration (base #1)"
127.wrf2,256,98.619177,79.051562,1,S,,,,,NR,"SelectedIteration (base #2)"
128.GAPgeofem,256,39.946686,51.6939,1,S,,,,,NR,"SelectedIteration (base #2)"
129.tera_tf,256,82.706768,33.467636,1,S,,,,,NR,"SelectedIteration (base #1)"
130.socorro,256,94.482699,40.398931,1,S,,,,,NR,"SelectedIteration (base #2)"
132.zeusmp2,256,58.524237,53.020768,1,S,,,,,NR,"SelectedIteration (base #2)"
137.lu,256,58.599991,62.730385,1,S,,,,,NR,"SelectedIteration (base #2)"

SPECmpiM_base2007,41.102413,,41.102413
SPECmpiM_peak2007,"Not Run",,,,,,,"Not Run"

"Run number:",009

"System Vendor:",SGI
"System Name:","SGI Altix ICE 8200EX (Intel Xeon X5570, 2.93 GHz, DDR3-1333)"
"Date tested:",Sep-2009
"MPI2007 License:",4
"Test sponsor:",SGI
"Tested by:",SGI
"Hardware avail:",Mar-2009
"Software avail:",Aug-2009


"Node Description: SGI Altix ICE 8200EX Compute Node"

HARDWARE

"Number of nodes",32
"Uses of the node",compute
Vendor,SGI
Model,"SGI Altix ICE 8200EX (Intel Xeon X5570, 2.93 GHz,"
,DDR3-1333)
"CPU Name","Intel Xeon X5570"
"CPU(s) orderable","1-2 chips"
"Chips enabled",2
"Cores enabled",8
"Cores per chip",4
"Threads per core",2
"CPU Characteristics","Intel Turbo Boost Technology up to 3.33 GHz,"
,"6.4 GT/s QPI, Hyper-Threading enabled"
"CPU MHz",2934
"Primary Cache","32 KB I + 32 KB D on chip per core"
"Secondary Cache","256 KB I+D on chip per core"
"L3 Cache","8 MB I+D on chip per chip"
"Other Cache",None
Memory,"24 GB (6*4GB DDR3-1333 CL9 RDIMMs)"
"Disk Subsystem",None
"Other Hardware",None
Adapter,"Mellanox MT26418 ConnectX IB DDR"
,"(PCIe x8 Gen2 5 GT/s)"
"Number of Adapters",1
"Slot Type","PCIe x8 Gen2"
"Data Rate","InfiniBand 4x DDR"
"Ports Used",2
"Interconnect Type",InfiniBand

SOFTWARE

Adapter,"Mellanox MT26418 ConnectX IB DDR"
,"(PCIe x8 Gen2 5 GT/s)"
"Adapter Driver",OFED-1.4
"Adapter Firmware",2.6.0
"Operating System","SUSE Linux Enterprise Server 10 (x86_64) SP2"
,"Kernel 2.6.16.60-0.34-smp"
"Local File System",NFSv3
"Shared File System","NFSv3 IPoIB"
"System State","Multi-user, run level 3"
"Other Software","SGI ProPack 6 for Linux Service Pack 3, SGI Tempo"
,"V 1.7"


"Node Description: SGI InfiniteStorage Nexis 2000 NAS"

HARDWARE

"Number of nodes",1
"Uses of the node",fileserver
Vendor,SGI
Model,"SGI Altix XE 240 (Intel Xeon 5140, 2.33 GHz)"
"CPU Name","Intel Xeon 5140"
"CPU(s) orderable","1-2 chips"
"Chips enabled",2
"Cores enabled",4
"Cores per chip",2
"Threads per core",1
"CPU Characteristics","1333 MHz FSB"
"CPU MHz",2328
"Primary Cache","32 KB I + 32 KB D on chip per core"
"Secondary Cache","4 MB I+D on chip per chip"
"L3 Cache",None
"Other Cache",None
Memory,"24 GB (6*4GB DDR2-400 DIMMS)"
"Disk Subsystem","7 TB RAID 5"
,"48 x 147 GB SAS (Seagate Cheetah 15000 rpm)"
"Other Hardware",None
Adapter,"Mellanox MT25208 InfiniHost III Ex"
,"(PCIe x8 Gen1 2.5 GT/s)"
"Number of Adapters",2
"Slot Type","PCIe x8 Gen1"
"Data Rate","InfiniBand 4x DDR"
"Ports Used",2
"Interconnect Type",InfiniBand

SOFTWARE

Adapter,"Mellanox MT25208 InfiniHost III Ex"
,"(PCIe x8 Gen1 2.5 GT/s)"
"Adapter Driver",OFED-1.3
"Adapter Firmware",5.3.0
"Operating System","SUSE Linux Enterprise Server 10 (x86_64) SP1"
,"Kernel 2.6.16.54-0.2.5-smp"
"Local File System",xfs
"Shared File System",--
"System State","Multi-user, run level 3"
"Other Software","SGI ProPack 5 for Linux Service Pack 5"


"Interconnect Description: InfiniBand (MPI)"

HARDWARE

Vendor,"Mellanox Technologies"
Model,"MT26418 ConnectX"
"Switch Model","Mellanox MT47396 InfiniScale III"
"Number of Switches",16
"Number of Ports",24
"Data Rate","InfiniBand 4x DDR"
Firmware,2020001
Topology,"Bristle hypercube with express links"
"Primary Use","MPI traffic"


"Interconnect Description: InfiniBand (I/O)"

HARDWARE

Vendor,"Mellanox Technologies"
Model,"MT26418 ConnectX"
"Switch Model","Mellanox MT47396 InfiniScale-III"
"Number of Switches",8
"Number of Ports",24
"Data Rate","InfiniBand 4x DDR"
Firmware,2020001
Topology,"Bristle hypercube with express links"
"Primary Use","I/O traffic"


"BENCHMARK DETAILS"

"Type of System",Homogeneous
"Total Compute Nodes",32
"Total Chips",64
"Total Cores",256
"Total Threads",512
"Total Memory","768 GB"
"Base Ranks Run",256
"Minimum Peak Ranks",--
"Maximum Peak Ranks",--
"C Compiler","Intel C Compiler for Linux"
,"Version 11.1, Build 20090630"
"C++ Compiler","Intel C++ Compiler for Linux"
,"Version 11.1, Build 20090630"
"Fortran Compiler","Intel Fortran Compiler for Linux"
,"Version 11.1, Build 20090630"
"Base Pointers",64-bit
"Peak Pointers",64-bit
"MPI Library","SGI MPT 1.24"
"Other MPI Info","OFED 1.4"
Pre-processors,None
"Other Software",None

"Submit Notes"

"The config file option 'submit' was used."

"General Notes"

" Software environment:"
"   export MPI_REQUEST_MAX=65536"
"   export MPI_TYPE_MAX=32768"
"   export MPI_BUFS_THRESHOLD=1"
"   export MPI_DSM_DISTRIBUTE=yes"
"   export MPI_IB_RAILS=2"
"   ulimit -s unlimited"
" BIOS settings:"
"   AMI BIOS version 8.15"
"   Hyper-Threading Technology enabled (default)"
"   Intel Turbo Boost Technology enabled (default)"
"   Intel Turbo Boost Technology activated in the OS via"
"     /etc/init.d/acpid start"
"     /etc/init.d/powersaved start"
"     powersave -f"
" Job Placement:"
"   Each MPI job was assigned to a topologically compact set"
"   of nodes, i.e. the minimal needed number of switches was"
"   used for each job: 2 switches for 16/32/64 ranks, 4 switches"
"   for 128 ranks, 8 switches for 256 ranks and 16 switches for"
"   512 ranks."

"Base Compiler Invocation"
104.milc," icc"," icc"
107.leslie3d," ifort"," ifort"
113.GemsFDTD," ifort"," ifort"
115.fds4," icc"," ifort"," ifort"
121.pop2," icc"," ifort"," ifort"
122.tachyon," icc"," icc"
126.lammps," icpc"," icpc"
127.wrf2," icc"," ifort"," ifort"
128.GAPgeofem," icc"," ifort"," icc"," ifort"
129.tera_tf," ifort"," ifort"
130.socorro," icc"," ifort"," ifort"
132.zeusmp2," icc"," ifort"," ifort"
137.lu," ifort"," ifort"

