valid,1

"Full Results Table"

Benchmark,"Base # Ranks","Base Run Time","Base Ratio","Base Selected","Base Status","Peak # Ranks","Peak Run Time","Peak Ratio","Peak Selected","Peak Status",Description
104.milc,32,813.084792,1.924769,1,S,,,,,,"mref(ref) iteration #1"
104.milc,32,810.259745,1.931479,0,S,,,,,,"mref(ref) iteration #2"
107.leslie3d,32,1974.052882,2.644306,0,S,,,,,,"mref(ref) iteration #1"
107.leslie3d,32,1975.000671,2.643037,1,S,,,,,,"mref(ref) iteration #2"
113.GemsFDTD,32,1587.504633,3.973532,1,S,,,,,,"mref(ref) iteration #1"
113.GemsFDTD,32,1587.500194,3.973543,0,S,,,,,,"mref(ref) iteration #2"
115.fds4,32,902.053998,2.162842,0,S,,,,,,"mref(ref) iteration #1"
115.fds4,32,910.61538,2.142507,1,S,,,,,,"mref(ref) iteration #2"
121.pop2,32,860.506771,4.797173,1,S,,,,,,"mref(ref) iteration #1"
121.pop2,32,858.513312,4.808312,0,S,,,,,,"mref(ref) iteration #2"
122.tachyon,32,666.078844,4.199203,0,S,,,,,,"mref(ref) iteration #1"
122.tachyon,32,672.270183,4.16053,1,S,,,,,,"mref(ref) iteration #2"
126.lammps,32,897.944634,3.246303,1,S,,,,,,"mref(ref) iteration #1"
126.lammps,32,889.865206,3.275777,0,S,,,,,,"mref(ref) iteration #2"
127.wrf2,32,1594.646443,4.888858,1,S,,,,,,"mref(ref) iteration #1"
127.wrf2,32,1592.597466,4.895148,0,S,,,,,,"mref(ref) iteration #2"
128.GAPgeofem,32,716.993031,2.880084,0,S,,,,,,"mref(ref) iteration #1"
128.GAPgeofem,32,717.821441,2.87676,1,S,,,,,,"mref(ref) iteration #2"
129.tera_tf,32,555.508007,4.982826,0,S,,,,,,"mref(ref) iteration #1"
129.tera_tf,32,555.747068,4.980683,1,S,,,,,,"mref(ref) iteration #2"
130.socorro,32,1816.549953,2.101236,0,S,,,,,,"mref(ref) iteration #1"
130.socorro,32,1818.447181,2.099044,1,S,,,,,,"mref(ref) iteration #2"
132.zeusmp2,32,971.306672,3.194666,0,S,,,,,,"mref(ref) iteration #1"
132.zeusmp2,32,974.314499,3.184803,1,S,,,,,,"mref(ref) iteration #2"
137.lu,32,1745.932525,2.105465,0,S,,,,,,"mref(ref) iteration #1"
137.lu,32,1755.473261,2.094022,1,S,,,,,,"mref(ref) iteration #2"

"Selected Results Table"

Benchmark,"Base # Ranks","Base Run Time","Base Ratio","Base Selected","Base Status","Peak # Ranks","Peak Run Time","Peak Ratio","Peak Selected","Peak Status",Description
104.milc,32,813.084792,1.924769,1,S,,,,,NR,"SelectedIteration (base #1)"
107.leslie3d,32,1975.000671,2.643037,1,S,,,,,NR,"SelectedIteration (base #2)"
113.GemsFDTD,32,1587.504633,3.973532,1,S,,,,,NR,"SelectedIteration (base #1)"
115.fds4,32,910.61538,2.142507,1,S,,,,,NR,"SelectedIteration (base #2)"
121.pop2,32,860.506771,4.797173,1,S,,,,,NR,"SelectedIteration (base #1)"
122.tachyon,32,672.270183,4.16053,1,S,,,,,NR,"SelectedIteration (base #2)"
126.lammps,32,897.944634,3.246303,1,S,,,,,NR,"SelectedIteration (base #1)"
127.wrf2,32,1594.646443,4.888858,1,S,,,,,NR,"SelectedIteration (base #1)"
128.GAPgeofem,32,717.821441,2.87676,1,S,,,,,NR,"SelectedIteration (base #2)"
129.tera_tf,32,555.747068,4.980683,1,S,,,,,NR,"SelectedIteration (base #2)"
130.socorro,32,1818.447181,2.099044,1,S,,,,,NR,"SelectedIteration (base #2)"
132.zeusmp2,32,974.314499,3.184803,1,S,,,,,NR,"SelectedIteration (base #2)"
137.lu,32,1755.473261,2.094022,1,S,,,,,NR,"SelectedIteration (base #2)"

SPECmpiM_base2007,3.128621,,3.128621
SPECmpiM_peak2007,"Not Run",,,,,,,"Not Run"

"Run number:",001

"System Vendor:","Intel Corporation"
"System Name:","Atlantis (Intel Xeon X5482, 3.20 GHz)"
"Date tested:",Mar-2009
"MPI2007 License:",13
"Test sponsor:","Intel Corporation"
"Tested by:","Pavel Shelepugin"
"Hardware avail:",Sep-2008
"Software avail:",Jun-2009


"Node Description: Atlantis Node"

HARDWARE

"Number of nodes",4
"Uses of the node",compute
Vendor,Intel
Model,SR1560SF
"CPU Name","Intel Xeon X5482"
"CPU(s) orderable","1-2 chips"
"Chips enabled",2
"Cores enabled",8
"Cores per chip",4
"Threads per core",1
"CPU Characteristics","1600 MHz FSB"
"CPU MHz",3200
"Primary Cache","32 KB I + 32 KB D on chip per core"
"Secondary Cache","12 MB I+D on chip per chip, 6 MB shared / 2 cores"
"L3 Cache",None
"Other Cache",None
Memory,"16 GB (FBDIMM 8x2-GB 667 MHz)"
"Disk Subsystem","Seagate Barracuda ES 250 GB ST3250620NS"
"Other Hardware",None
Adapter,"Intel (ESB2) 82563EB Dual-Port Gigabit Ethernet"
,Controller
"Number of Adapters",1
"Slot Type","PCI-Express x8"
"Data Rate","1Gbps Ethernet"
"Ports Used",1
"Interconnect Type",Ethernet
Adapter,"Mellanox MHGH29-XTC"
"Number of Adapters",1
"Slot Type","PCIe x16 Gen2"
"Data Rate","InfiniBand 4x DDR"
"Ports Used",1
"Interconnect Type",InfiniBand

SOFTWARE

Adapter,"Intel (ESB2) 82563EB Dual-Port Gigabit Ethernet"
,Controller
"Adapter Driver",e1000
"Adapter Firmware",None
Adapter,"Mellanox MHGH29-XTC"
"Adapter Driver","OFED 1.3.1"
"Adapter Firmware",2.5.0
"Operating System","RedHat EL 5 Update 2, kernel 2.6.18-92"
"Local File System",Linux/ext2
"Shared File System",NFS
"System State",Multi-User
"Other Software","PBS Pro 8.0"


"Node Description: HOME"

HARDWARE

"Number of nodes",1
"Uses of the node",fileserver
Vendor,Intel
Model,SSR212CC
"CPU Name","Intel Xeon"
"CPU(s) orderable","2 chips"
"Chips enabled",2
"Cores enabled",2
"Cores per chip",1
"Threads per core",1
"CPU Characteristics",--
"CPU MHz",2800
"Primary Cache","12 KB I + 16 KB D on chip per chip"
"Secondary Cache","1 MB I+D on chip per chip"
"L3 Cache",None
"Other Cache",None
Memory,"2 GB"
"Disk Subsystem","3 disks, 500GB/disk, 1.5TB total, 1TB available"
"Other Hardware",None
Adapter,"Intel 82546GB Dual-Port Gigabit Ethernet"
,Controller
"Number of Adapters",1
"Slot Type","PCI-Express x8"
"Data Rate","1Gbps Ethernet"
"Ports Used",1
"Interconnect Type",Ethernet

SOFTWARE

Adapter,"Intel 82546GB Dual-Port Gigabit Ethernet"
,Controller
"Adapter Driver",e1000
"Adapter Firmware",N/A
"Operating System","RedHat EL 4 Update 4"
"Local File System",Linux/ext2
"Shared File System",NFS
"System State",Multi-User
"Other Software",None


"Interconnect Description: IB Switch"

HARDWARE

Vendor,Cisco
Model,"Cisco SFS 9120"
"Switch Model","Cisco SFS 9120"
"Number of Switches",1
"Number of Ports",120
"Data Rate","InfiniBand 4x DDR"
Firmware,4.1.1.1.11
Topology,"Single switch"
"Primary Use","MPI traffic"


"Interconnect Description: Gigabit Ethernet"

HARDWARE

Vendor,Cisco
Model,"Cisco Catalyst 4506"
"Switch Model","Cisco Catalyst 4506"
"Number of Switches",1
"Number of Ports",144
"Data Rate","1Gbps Ethernet"
Firmware,--
Topology,Star
"Primary Use","Cluster File System"


"BENCHMARK DETAILS"

"Type of System",Homogeneous
"Total Compute Nodes",4
"Total Chips",8
"Total Cores",32
"Total Threads",32
"Total Memory","64 GB"
"Base Ranks Run",32
"Minimum Peak Ranks",--
"Maximum Peak Ranks",--
"C Compiler","Intel C++ Compiler 11.1 for Linux"
"C++ Compiler","Intel C++ Compiler 11.1 for Linux"
"Fortran Compiler","Intel Fortran Compiler 11.1 for Linux"
"Base Pointers",64-bit
"Peak Pointers",64-bit
"MPI Library","Intel MPI Library 3.2 for Linux"
"Other MPI Info",None
Pre-processors,No
"Other Software","Intel MPI Library 3.2 for Linux Multi-Purpose"
,"Daemon (MPD)"

"Submit Notes"

"The config file option 'submit' was used."

"General Notes"

"PBS Pro was used for job submission. It has no impact on performance."
"  Can be found at: http://www.altair.com"

"Base Compiler Invocation"
104.milc," mpiicc"," mpiicc"
107.leslie3d," mpiifort"," mpiifort"
113.GemsFDTD," mpiifort"," mpiifort"
115.fds4," mpiicc"," mpiifort"," mpiifort"
121.pop2," mpiicc"," mpiifort"," mpiifort"
122.tachyon," mpiicc"," mpiicc"
126.lammps," mpiicpc"," mpiicpc"
127.wrf2," mpiicc"," mpiifort"," mpiifort"
128.GAPgeofem," mpiicc"," mpiifort"," mpiicc"," mpiifort"
129.tera_tf," mpiifort"," mpiifort"
130.socorro," mpiicc"," mpiifort"," mpiifort"
132.zeusmp2," mpiicc"," mpiifort"," mpiifort"
137.lu," mpiifort"," mpiifort"

"Base Portability Flags"
104.milc
107.leslie3d
113.GemsFDTD
115.fds4
121.pop2," -DSPEC_MPI_CASE_FLAG"
122.tachyon
126.lammps," -DMPICH_IGNORE_CXX_SEEK"
127.wrf2," -DSPEC_MPI_CASE_FLAG"," -DSPEC_MPI_LINUX"
128.GAPgeofem
129.tera_tf
130.socorro
132.zeusmp2
137.lu

"Base Optimization Flags"
104.milc," -O3"," -xT"," -no-prec-div"
107.leslie3d," -O3"," -xT"," -no-prec-div"
113.GemsFDTD," -O3"," -xT"," -no-prec-div"
115.fds4," -O3"," -xT"," -no-prec-div"
121.pop2," -O3"," -xT"," -no-prec-div"
122.tachyon," -O3"," -xT"," -no-prec-div"
126.lammps," -O3"," -xT"," -no-prec-div"
127.wrf2," -O3"," -xT"," -no-prec-div"
128.GAPgeofem," -O3"," -xT"," -no-prec-div"
129.tera_tf," -O3"," -xT"," -no-prec-div"
130.socorro," -O3"," -xT"," -no-prec-div"
132.zeusmp2," -O3"," -xT"," -no-prec-div"
