		A		B		C	
0.000000	100.000000	0.000000	0.000000	
0.100000	54.580000	37.040000	8.380000	
0.200000	49.740000	34.820000	15.440000	
0.300000	47.760000	30.600000	21.640000	
0.400000	44.600000	28.180000	27.220000	
0.500000	41.440000	26.540000	32.020000	
0.600000	39.280000	24.580000	36.140000	
0.700000	37.520000	22.620000	39.860000	
0.800000	35.280000	21.840000	42.880000	
0.900000	33.180000	21.180000	45.640000	
1.000000	31.980000	19.580000	48.440000	
1.100000	30.640000	18.660000	50.700000	
1.200000	29.700000	17.540000	52.760000	
1.300000	27.900000	17.580000	54.520000	
1.400000	27.500000	16.340000	56.160000	
1.500000	26.460000	15.800000	57.740000	
1.600000	25.620000	15.220000	59.160000	
1.700000	25.180000	14.520000	60.300000	
1.800000	24.240000	14.300000	61.460000	
1.900000	23.580000	14.140000	62.280000	
2.000000	23.400000	13.400000	63.200000	
2.100000	22.760000	13.380000	63.860000	
2.200000	22.440000	13.000000	64.560000	
2.300000	21.780000	12.920000	65.300000	
2.400000	21.780000	12.440000	65.780000	
2.500000	21.600000	12.020000	66.380000	
2.600000	21.040000	12.100000	66.860000	
2.700000	20.920000	11.760000	67.320000	
2.800000	20.660000	11.600000	67.740000	
2.900000	20.300000	11.580000	68.120000	
3.000000	20.000000	11.540000	68.460000	
3.100000	20.000000	11.300000	68.700000	
3.200000	19.880000	11.120000	69.000000	
3.300000	19.800000	10.920000	69.280000	
3.400000	19.540000	10.820000	69.640000	
3.500000	19.160000	11.060000	69.780000	
3.600000	19.140000	10.960000	69.900000	
3.700000	19.080000	10.800000	70.120000	
3.800000	19.020000	10.640000	70.340000	
3.900000	18.900000	10.640000	70.460000	
4.000000	18.840000	10.540000	70.620000	
4.100000	18.780000	10.440000	70.780000	
4.200000	18.580000	10.580000	70.840000	
4.300000	18.380000	10.620000	71.000000	
4.400000	18.460000	10.440000	71.100000	
4.500000	18.320000	10.400000	71.280000	
4.600000	18.400000	10.220000	71.380000	
4.700000	18.200000	10.320000	71.480000	
4.800000	18.140000	10.300000	71.560000	
4.900000	18.140000	10.220000	71.640000	
5.000000	18.040000	10.240000	71.720000	
5.100000	17.980000	10.240000	71.780000	
5.200000	18.040000	10.140000	71.820000	
5.300000	18.000000	10.140000	71.860000	
5.400000	17.940000	10.140000	71.920000	
5.500000	18.000000	10.060000	71.940000	
5.600000	17.980000	10.080000	71.940000	
5.700000	18.020000	10.040000	71.940000	
5.800000	17.980000	10.060000	71.960000	
5.900000	17.940000	10.100000	71.960000	
6.000000	17.920000	10.100000	71.980000	
6.100000	17.880000	10.060000	72.060000	
6.200000	17.880000	10.000000	72.120000	
6.300000	17.860000	10.000000	72.140000	
6.400000	17.920000	9.940000	72.140000	
6.500000	17.880000	9.980000	72.140000	
6.600000	17.880000	9.980000	72.140000	
6.700000	17.900000	9.960000	72.140000	
6.800000	17.900000	9.960000	72.140000	
6.900000	17.860000	9.980000	72.160000	
7.000000	17.920000	9.920000	72.160000	
7.100000	17.860000	9.980000	72.160000	
7.200000	17.860000	9.980000	72.160000	
7.300000	17.860000	9.960000	72.180000	
7.400000	17.880000	9.940000	72.180000	
7.500000	17.860000	9.940000	72.200000	
7.600000	17.840000	9.940000	72.220000	
7.700000	17.840000	9.920000	72.240000	
7.800000	17.840000	9.920000	72.240000	
7.900000	17.820000	9.940000	72.240000	
8.000000	17.820000	9.940000	72.240000	
8.100000	17.840000	9.920000	72.240000	
8.200000	17.820000	9.940000	72.240000	
8.300000	17.820000	9.940000	72.240000	
8.400000	17.840000	9.920000	72.240000	
8.500000	17.840000	9.920000	72.240000	
8.600000	17.820000	9.940000	72.240000	
8.700000	17.820000	9.940000	72.240000	
8.800000	17.820000	9.940000	72.240000	
8.900000	17.840000	9.920000	72.240000	
9.000000	17.820000	9.940000	72.240000	
9.100000	17.840000	9.920000	72.240000	
9.200000	17.820000	9.940000	72.240000	
9.300000	17.820000	9.940000	72.240000	
9.400000	17.820000	9.940000	72.240000	
9.500000	17.820000	9.940000	72.240000	
9.600000	17.840000	9.920000	72.240000	
9.700000	17.820000	9.920000	72.260000	
9.800000	17.820000	9.920000	72.260000	
9.900000	17.820000	9.920000	72.260000	
10.000000	17.820000	9.920000	72.260000	
