valid,1

"Full Results Table"

Benchmark,"Base # Ranks","Base Run Time","Base Ratio","Base Selected","Base Status","Peak # Ranks","Peak Run Time","Peak Ratio","Peak Selected","Peak Status",Description
121.pop2,384,397.601701,9.786175,1,S,,,,,,"lref(ref) iteration #1"
121.pop2,384,395.643588,9.834609,0,S,,,,,,"lref(ref) iteration #2"
122.tachyon,384,321.517172,6.046333,1,S,,,,,,"lref(ref) iteration #1"
122.tachyon,384,319.018161,6.093697,0,S,,,,,,"lref(ref) iteration #2"
125.RAxML,384,631.2353,4.624266,1,S,,,,,,"lref(ref) iteration #1"
125.RAxML,384,630.62338,4.628753,0,S,,,,,,"lref(ref) iteration #2"
126.lammps,384,255.12008,9.638598,1,S,,,,,,"lref(ref) iteration #1"
126.lammps,384,255.117045,9.638713,0,S,,,,,,"lref(ref) iteration #2"
128.GAPgeofem,384,374.107028,15.861771,0,S,,,,,,"lref(ref) iteration #1"
128.GAPgeofem,384,376.038971,15.780279,1,S,,,,,,"lref(ref) iteration #2"
129.tera_tf,384,194.562077,5.648583,0,S,,,,,,"lref(ref) iteration #1"
129.tera_tf,384,199.145765,5.518571,1,S,,,,,,"lref(ref) iteration #2"
132.zeusmp2,384,166.806951,12.709303,1,S,,,,,,"lref(ref) iteration #1"
132.zeusmp2,384,166.603115,12.724852,0,S,,,,,,"lref(ref) iteration #2"
137.lu,384,184.230123,22.808431,0,S,,,,,,"lref(ref) iteration #1"
137.lu,384,190.966388,22.003872,1,S,,,,,,"lref(ref) iteration #2"
142.dmilc,384,147.388998,24.995081,0,S,,,,,,"lref(ref) iteration #1"
142.dmilc,384,147.932987,24.903168,1,S,,,,,,"lref(ref) iteration #2"
143.dleslie,384,199.936551,15.504919,1,S,,,,,,"lref(ref) iteration #1"
143.dleslie,384,197.672002,15.682545,0,S,,,,,,"lref(ref) iteration #2"
145.lGemsFDTD,384,280.136191,15.745913,0,S,,,,,,"lref(ref) iteration #1"
145.lGemsFDTD,384,280.198271,15.742424,1,S,,,,,,"lref(ref) iteration #2"
147.l2wrf2,384,547.486283,14.98485,0,S,,,,,,"lref(ref) iteration #1"
147.l2wrf2,384,547.68586,14.97939,1,S,,,,,,"lref(ref) iteration #2"

"Selected Results Table"

Benchmark,"Base # Ranks","Base Run Time","Base Ratio","Base Selected","Base Status","Peak # Ranks","Peak Run Time","Peak Ratio","Peak Selected","Peak Status",Description
121.pop2,384,397.601701,9.786175,1,S,,,,,NR,"SelectedIteration (base #1)"
122.tachyon,384,321.517172,6.046333,1,S,,,,,NR,"SelectedIteration (base #1)"
125.RAxML,384,631.2353,4.624266,1,S,,,,,NR,"SelectedIteration (base #1)"
126.lammps,384,255.12008,9.638598,1,S,,,,,NR,"SelectedIteration (base #1)"
128.GAPgeofem,384,376.038971,15.780279,1,S,,,,,NR,"SelectedIteration (base #2)"
129.tera_tf,384,199.145765,5.518571,1,S,,,,,NR,"SelectedIteration (base #2)"
132.zeusmp2,384,166.806951,12.709303,1,S,,,,,NR,"SelectedIteration (base #1)"
137.lu,384,190.966388,22.003872,1,S,,,,,NR,"SelectedIteration (base #2)"
142.dmilc,384,147.932987,24.903168,1,S,,,,,NR,"SelectedIteration (base #2)"
143.dleslie,384,199.936551,15.504919,1,S,,,,,NR,"SelectedIteration (base #1)"
145.lGemsFDTD,384,280.198271,15.742424,1,S,,,,,NR,"SelectedIteration (base #2)"
147.l2wrf2,384,547.68586,14.97939,1,S,,,,,NR,"SelectedIteration (base #2)"

SPECmpiL_base2007,11.585581,,11.585581
SPECmpiL_peak2007,"Not Run",,,,,,,"Not Run"

"Run number:",027

"System Vendor:",SGI
"System Name:","SGI Altix ICE 8400EX (Intel Xeon X5670, 2.93 GHz)"
"Date tested:",Apr-2010
"MPI2007 License:",4
"Test sponsor:",SGI
"Tested by:",SGI
"Hardware avail:",May-2010
"Software avail:",Feb-2010


"Node Description: SGI Altix ICE 8400EX Compute Node"

HARDWARE

"Number of nodes",32
"Uses of the node",compute
Vendor,SGI
Model,"SGI Altix ICE 8400EX (Intel Xeon X5670, 2.93 GHz)"
"CPU Name","Intel Xeon X5670"
"CPU(s) orderable","1-2 chips"
"Chips enabled",2
"Cores enabled",12
"Cores per chip",6
"Threads per core",2
"CPU Characteristics","Intel Turbo Boost Technology up to 3.33 GHz"
,"Hyper-Threading Technology enabled"
"CPU MHz",2933
"Primary Cache","32 KB I + 32 KB D on chip per core"
"Secondary Cache","256 KB I+D on chip per core"
"L3 Cache","12 MB I+D on chip per chip"
"Other Cache",None
Memory,"24 GB (6*4GB DDR3-1333 CL9 RDIMMs)"
"Disk Subsystem",None
"Other Hardware",None
Adapter,"Mellanox MT26428 ConnectX IB QDR"
,"(PCIe x8 Gen2 5 GT/s)"
"Number of Adapters",1
"Slot Type","PCIe x8 Gen2"
"Data Rate","InfiniBand 4x QDR"
"Ports Used",2
"Interconnect Type",InfiniBand

SOFTWARE

Adapter,"Mellanox MT26428 ConnectX IB QDR"
,"(PCIe x8 Gen2 5 GT/s)"
"Adapter Driver",OFED-1.4.1
"Adapter Firmware",2.7.0
"Operating System","SUSE Linux Enterprise Server 10 (x86_64) SP3"
,"Kernel 2.6.16.60-0.54.5-smp"
"Local File System",NFSv3
"Shared File System","NFSv3 IPoIB"
"System State","Multi-user, run level 3"
"Other Software","SGI ProPack 6 for Linux Service Pack 6, SGI Tempo"
,"V 1.10"


"Node Description: SGI InfiniteStorage Nexis 2000 NAS"

HARDWARE

"Number of nodes",1
"Uses of the node",fileserver
Vendor,SGI
Model,"SGI Altix XE 240 (Intel Xeon 5140, 2.33 GHz)"
"CPU Name","Intel Xeon 5140"
"CPU(s) orderable","1-2 chips"
"Chips enabled",2
"Cores enabled",4
"Cores per chip",2
"Threads per core",1
"CPU Characteristics","1333 MHz FSB"
"CPU MHz",2333
"Primary Cache","32 KB I + 32 KB D on chip per core"
"Secondary Cache","4 MB I+D on chip per chip"
"L3 Cache",None
"Other Cache",None
Memory,"16 GB (8*2GB DDR2-667MHz DIMMS)"
"Disk Subsystem","4.3 TB RAID 5"
,"48 x 146 GB SAS (Seagate Cheetah 15K.5)"
"Other Hardware",None
Adapter,"Mellanox MT25208 InfiniHost III Ex"
,"(PCIe x8 Gen1 2.5 GT/s)"
"Number of Adapters",2
"Slot Type","PCIe x8 Gen1"
"Data Rate","InfiniBand 4x DDR"
"Ports Used",2
"Interconnect Type",InfiniBand

SOFTWARE

Adapter,"Mellanox MT25208 InfiniHost III Ex"
,"(PCIe x8 Gen1 2.5 GT/s)"
"Adapter Driver",OFED-1.3
"Adapter Firmware",5.3.0
"Operating System","SUSE Linux Enterprise Server 10 (x86_64) SP1"
,"Kernel 2.6.16.54-0.2.5-smp"
"Local File System",xfs
"Shared File System",--
"System State","Multi-user, run level 5"
"Other Software","SGI ProPack 5 for Linux Service Pack 5"


"Interconnect Description: InfiniBand (MPI)"

HARDWARE

Vendor,"Mellanox Technologies"
Model,"MT26428 ConnectX"
"Switch Model","Mellanox MT48436 InfiniScale-IV"
"Number of Switches",128
"Number of Ports",36
"Data Rate","InfiniBand 4x QDR"
Firmware,5030004
Topology,"Bristle hypercube"
"Primary Use","MPI traffic"


"Interconnect Description: InfiniBand (I/O)"

HARDWARE

Vendor,"Mellanox Technologies"
Model,"MT26428 ConnectX"
"Switch Model","Mellanox MT48436 InfiniScale-IV"
"Number of Switches",64
"Number of Ports",36
"Data Rate","InfiniBand 4x QDR"
Firmware,5030004
Topology,"Bristle hypercube"
"Primary Use","I/O traffic"


"BENCHMARK DETAILS"

"Type of System",Homogeneous
"Total Compute Nodes",32
"Total Chips",64
"Total Cores",384
"Total Threads",768
"Total Memory","768 GB"
"Base Ranks Run",384
"Minimum Peak Ranks",--
"Maximum Peak Ranks",--
"C Compiler","Intel C Compiler for Linux"
,"Version 11.1, Build 20100203"
"C++ Compiler","Intel C++ Compiler for Linux"
,"Version 11.1, Build 20100203"
"Fortran Compiler","Intel Fortran Compiler for Linux"
,"Version 11.1, Build 20100203"
"Base Pointers",64-bit
"Peak Pointers",64-bit
"MPI Library","SGI MPT 1.26"
"Other MPI Info","OFED 1.4.1"
Pre-processors,None
"Other Software",None

"Submit Notes"

"The config file option 'submit' was used."

"General Notes"

"Software environment:"
"  export MPI_REQUEST_MAX=65536"
"  export MPI_TYPE_MAX=32768"
"  export MPI_BUFS_THRESHOLD=1"
"  export MPI_DSM_DISTRIBUTE=yes"
"  export MPI_IB_RAILS=2"
"  ulimit -s unlimited"
"BIOS settings:"
"  AMI BIOS version 8.16"
"  Hyper-Threading Technology enabled (default)"
"  Intel Turbo Boost Technology enabled (default)"
"  Intel Turbo Boost Technology activated in the OS via"
"    /etc/init.d/acpid start"
"    /etc/init.d/powersaved start"
"    powersave -f"
"Job Placement:"
"  Each MPI job was assigned to a topologically compact set"
"  of nodes, i.e. the minimal needed number of switches was"
"  used for each job: 2 switches for 96 ranks,"
"  4 switches for 192 ranks, 8 switches for 384 ranks,"
"  16 switches for 768 ranks, 32 switches for 1536 ranks,"
"  64 switches for 3072 ranks."

"Base Compiler Invocation"
121.pop2," icc"," ifort"," ifort"
122.tachyon," icc"," icc"
125.RAxML," icc"," icc"
126.lammps," icpc"," icpc"
128.GAPgeofem," icc"," ifort"," icc"," ifort"
129.tera_tf," ifort"," ifort"
132.zeusmp2," icc"," ifort"," ifort"
137.lu," ifort"," ifort"
142.dmilc," icc"," icc"
143.dleslie," ifort"," ifort"
145.lGemsFDTD," ifort"," ifort"
147.l2wrf2," icc"," ifort"," ifort"

"Base Portability Flags"
121.pop2," -DSPEC_MPI_CASE_FLAG"
122.tachyon
125.RAxML
126.lammps
128.GAPgeofem
129.tera_tf
132.zeusmp2
137.lu
142.dmilc
143.dleslie
145.lGemsFDTD
147.l2wrf2

